ISO,m49_code,country,incgrp,fsci_regions,UNmemberstate,UN_contregion_code,UN_continental_region,UN_subregion_code,UN_subregion,UN_intermedregion_code,UN_intermediary_region,wb_region,cohd,avail_fruits,avail_veg,UPFretailval_percap,safeh20,pou,fies_modsev,pctcantafford,MDD_W,MDD_iycf,All5,zeroFV,zeroFV_iycf,NCD_P,NCD_R,SSSD,fs_emissions,emint_cerealsnorice,emint_beef,emint_cowmilk,emint_rice,yield_cereals,yield_fruit,yield_beef,yield_cowmilk,yield_vegetables,croplandchange_pct,agwaterdraw,functionalintegrity,fishhealth,pesticides,sustNO2mgmt,aginGDP,unemp_r,underemp_r,spcoverage,spadequacy,childlabor,landholding_fem,cspart,mufppurbshare,righttofood,fspathway,govteffect,foodsafety,healthtax,accountability,open_budget_index,accessinfo,damages_gdp,kcal_total,mobile,soccapindex,pctagland_minspecies,genres_plant,genres_animal,rcsi_prevalence,fpi_cv,foodsupplyvar,totalpop,GDP,GDP_percap,landarea,agland_area,cropland,yield_eggs,emint_eggs,emint_chickenmeat,emint_pork,yield_citrus,yield_chickenmeat,yield_pork,yield_pulses,yield_roottuber,yield_treenuts,pop_u,prod_cereals,prod_citrus,prod_fruit,prod_eggs,prod_beef,prod_chickenmeat,prod_pork,prod_pulses,prod_cowmilk,prod_roottuber,prod_treenuts,prod_vegetables,prod_cerealsnorice,prod_rice,areaharvested_cereals,areaharvested_citrus,areaharvested_fruit,producinganimals_eggs,producinganimals_beef,producinganimals_chickenmeat,producinganimals_pork,areaharvested_pulses,producinganimals_cowmilk,areaharvested_roottuber,areaharvested_treenuts,areaharvested_vegetables,agland_area2010,agland_area2015
TUN,788,Tunisia,Lower middle income,Northern Africa & Western Asia,1,2,Africa,15,Northern Africa,,,Middle East & North Africa,3.6389999,275.53424,746.19171,141.27742,79.28615477,3.1,28,20.299999,,63.16132,,,19.5868,,,,13838.92,0.25049999,5.5970001,0.58039999,,1.3271,9.114,177.2,3235.2,26.2836,0.25697652,63.544964,79.46533692,19.45249121,0.69999999,0.941915228,11.7395,15.612,,14.425932,3.8032112,1.8,,0.74699998,16.102232,2,0,-0.203915924,80,0,1.109,42,1,0,0.753011167,125.67337,0.34003374,15.954875,24.485,0,,0.54964936,11,11935764,46840042941,3924.344,155.36,97.309998,49.810001,0.040805,1.4183,1.994,10.8544,14.4124,0.016401,50,1.0644,17.2904,0.3274,8782.5898,1564798,743808,2389063,103800,41600,144000,125,99545,1400000,450000,65172,3138362,1510798,,1179086,51609,262131,25438,234.753,87801,2.5,93526,432.74,26026,199066,119404,100.38,98.339996
TKM,795,Turkmenistan,Upper middle income,Central Asia,1,142,Asia,143,Central Asia,,,Europe & Central Asia,,153.26027,372.16437,187.03844,94.83423327,3.5,,,,69.3821,,,11.89081,,,,22024.125,0.43540001,15.8489,1.4798,8.0352001,1.528,11.8331,180.6,1790.2,29.1327,0,106.44054,93.68186095,,4.8600001,0.68435544,8.7897396,3.1989999,,,,0.30000001,,0.075999998,0,2,0,-1.15750289,60,0,-1.258,,0,0,,155.47487,0.55879641,0.088261254,,,,,10,6117933,45231428571,7612.0352,469.92999,338.38,20,0.142817,0.3538,2.2451999,4.6584001,,0.01253,55.6,1.8039,20.0344,0.8395,4637.1572,1533057,,683563,50400,144416,20110,214,12761,1792931,303982,1648,678063,1383057,150000,1003323,,57767,3529,799.503,16049,3.849,7074,1001.516,15173,1963,23275,340,338.38
TUV,,Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869,19,,63,126,,,145,,596,,,,,82,11,,66,4.1,,,,,80,0.017999999,0.017999999
TUR,792,Türkiye,Upper middle income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Europe & Central Asia,3.029,351.17807,654.8219,156.21313,,2.5,,8.1999998,76.44,,50.11,7.92,,4.31,2.02,24.62,147246.7,0.25999999,16.453699,0.62919998,1.0618,3.3415,17.9098,301.4,3170,34.8687,-0.68178874,24.449432,73.07930309,16.12311669,2.3199999,0.638214762,6.60355,11.167,2.0999999,49.341122,44.781864,1.9,,0.285,1.1494689,2,1,-0.044045087,80,0,-0.289,55,1,0.066848874,0.750495076,97.378487,0.3731837,46.625439,38.961,0,,1.2792722,19,85042736,8.15272E+11,9586.6123,769.63,377.62,231.45,0.100786,0.53530002,0.44530001,128.89999,27.5091,0.023342,63.8,1.4889,35.1434,1.1214,66835.125,37184688,4348742,24153128,1236754,961519,2138451,,1296867,20000000,5200000,1486084,25960714,35915924,980000,11128065,158084,1348595,122711,3190.663,916126,0.076,871009,6309.235,147965,1325243,744527,390.12,385.51001
UGA,800,Uganda,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,2.658,470.93152,93.150688,11.005298,16.64790598,,72.5,82.199997,58.79,25.7356,32.06,8.47,43.73506,3.63,1.33,19.65,55320.758,0.089000002,90.640503,4.2915001,0.76639998,2.2429,4.1888,144.6,437.5,5.7753,0,0.43094841,65.38731051,,0.01,0.831134268,24.0282,1.673,6.4000001,1.1887819,19.975061,13.2,21.1,0.68000001,0,1,1,-0.576943994,40,0,0.063000001,58,1,0,0.714166939,60.534275,0.37040764,66.639175,5.6,3,,0.61377174,55,47123533,40434701517,858.0575,200.52,144.14999,91,0.055974,1.0339,1.6435,5.1515002,,0.013529,62.1,1.2552,3.606,,36572.609,3436305,,7457778,44667,163889,69991,131234,659114,1766386,6053251,,1380470,3236305,200000,1532076,,1780411,7980,1133.782,51733,2113.754,525094,4037.038,1678678,,239030,142.64999,144.14999
UKR,804,Ukraine,Lower middle income,Northern America and Europe,1,150,Europe,151,Eastern Europe,,,Europe & Central Asia,,167.50685,495.06848,149.54646,89.02047539,2.8,22.700001,,,,,,,,,,87287.492,0.15260001,8.4470997,0.70810002,21.795401,4.2959,9.6243,173.8,5130.3,20.802,0.06513308,2.6557508,32.9494845,12.09883223,0.73000002,0.409460951,9.2684002,9.4320002,,69.307884,35.042755,2.2,,0.75300002,0,1,1,-0.355652362,60,0,0.64899999,65,1,0.084963664,0.601834655,129.34117,0.42582512,91.194908,94.025,0,,0.6325317,20,43814581,2.00086E+11,4835.5718,579.40002,413.10999,337.76999,0.09491,1.5112,0.271,1.7349,,0.017821,89.4,1.9336,15.7244,8.2808,30465.748,64342357,,2688105,924325,345400,1343910,697200,600000,9057970,20837990,113604,9675389,64168420,60680,14977576,,279303,97390,1987.6,754120,7796.1,310300,1765.6,1325200,13719,465118,412.67001,415.07999
ARE,784,United Arab Emirates,High income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,3.1110001,153.61644,172.54794,400.3367,,5.6,7.5,0,,,,,,,,,30118.553,3.0437,4.3544998,1.9214,,26.0228,9.0813,250,1052.7,39.6409,1.5590199,2000,96.94816996,22.9915038,,1.304486054,0.71789402,2.4809999,,,,,,0.273,36.403393,2,1,1.325503111,100,1,-0.73299998,,0,0,0.870738745,185.77942,0.62886202,0,,,,0.75940055,23,9991083,3.58869E+11,36284.555,71.019997,3.8979998,0.898,0.113402,0.5007,1.5523,,25.3521,0.012366,,,23.9435,23.8936,9243.3359,15978,14400,361471,53673,18086,51156,,,43000,4238,1123,233009,15978,,614,568,39804,4733,72.345,41368,,,40.848,177,47,5878,3.9229999,3.8279998
GBR,826,United Kingdom of Great Britain and Northern Ireland,High income,Northern America and Europe,1,150,Europe,154,Northern Europe,,,Europe & Central Asia,1.9119999,215.83562,217.31506,896.85059,99.9,2.5,3.5,0.5,,,,,,,,,111521.48,0.1815,18.2169,0.55839998,,6.241,24.9604,329.8,8369,20.2182,-0.12087068,0.80476189,82.50934957,44.37924472,2.48,0.715143008,0.57494301,2.9549999,5.1999998,,,,13.1,0.94599998,24.40802,3,1,1.376631975,100,1,1.668,74,1,0,0.883326113,116.38186,0.64647466,0,846.289,0,,0.6211617,17,67326569,3.18686E+12,47334.355,241.92999,172.59299,60.235962,0.137468,0.74169999,0.22570001,1.5157,,0.015527,88.1,3.0056,38.8732,,57495.492,18961989,,738454,774000,932000,1784000,984000,850039,15558000,5520000,,2525470,18878450,,3038280,,29585,56304,2826,1149000,11165,282820,1859,142000,,124911,172.24001,171.38
TZA,834,United Republic of Tanzania,Lower middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,2.7360001,208.0274,154.95891,39.873829,,22.6,57.599998,87.599998,35.85,21.47856,19.04,18.37,29.39637,2.88,0.96,19.42,143759.14,0.17569999,56.2896,4.4397001,1.6464,1.8094,7.1205,146.1,422.9,6.6384,1.366776,4.8114676,85.28865335,11.64049162,0,0.824034033,26.737101,0.76499999,,12.883785,13.349335,22.799999,20.299999,0.85299999,2.3397052,1,1,-0.772798717,60,0,0.51200002,21,1,0,0.654857874,85.746887,0.43456459,15.03169,7.279,0,20.429472,0.83327383,21,61498438,67775101794,1135.5397,885.79999,395.21201,155.21201,0.055717,1.0386,1.0256,8.9137001,9.2609,0.008141,40,1.2334,7.3744,0.3181,40673.113,12492601,554590,5664181,89967,486736,86626,14977,1675436,3010000,13074950,261558,2772533,7883392,4528000,6904447,59885,795477,16147,3331.261,106411,374.415,1358422,7116.771,1773023,822240,417652,373.98999,384.60501
USA,840,United States of America,High income,Northern America and Europe,1,19,Americas,21,Northern America,,,North America,3.3829999,292.24658,294.43835,1082.4462,97.32571774,2.5,8.1999998,1.5,,,45,5.62,,4,3.26,38.58,1175450.6,0.1709,13.5409,0.51310003,1.3309,8.175,22.4111,370.4,10837.6,39.0238,0.13609137,5.7412839,90.17285658,53.04592033,2.54,0.451006534,0.87345499,6.6350002,0.89999998,,,,13.7,0.98100001,7.7781858,3,1,1.318941951,100,0,1.501,68,1,0.6197356,0.620557785,106.18555,0.68281919,0.058463804,584.724,10,,0.57880932,27,331893745,2.29961E+13,69287.539,9147.4199,4058.1035,1604.3679,0.169276,0.4747,0.2737,2.3699999,26.4594,0.021923,97.6,2.1724,46.9414,3.7411,274335.81,434875197,7148807,23747765,6607722,12357232,20490251,12845097,3028930,101251009,20349321,3772529,33124467,424465824,10322990,53195570,270180,1059645,390351,33366.1,9346660,131639,1394270,9342.6,433505,1008402,848827,4069.917,4047.1868
URY,858,Uruguay,High income,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,5,South America,Latin America & Caribbean,3.414,209.12329,158.27397,498.47894,,2.5,23,3.5999999,,69.81179,,,5.502722,,,,30224.045,0.2606,41.1703,0.85699999,1.2216001,4.9627,14.9483,252.6,2943.9,20.9754,-3.9178078,1.8408827,98.60038362,47.67602659,7.9699998,0.684347233,7.4814401,5.5349998,4.6999998,76.463745,35.249741,3.7,,0.77200001,0,2,1,0.781888843,80,0,1.546,,1,0,0.594361305,131.01985,0.56804997,36.730946,18.453,1,,0.63522112,23,3485152,59319547636,17020.648,175.02,140.634,20.633999,0.187624,0.28510001,4.5444999,3.2586,14.9909,0.010268,72.7,0.9924,12.7503,,2971.3279,3503020,218672,395578,58032,506791,30458,10526,6703,2205000,153106,,174117,2290383,1209000,705866,14587,26463,3093,2006.347,29663,144.786,6754,749,12008,,8301,144.33,144.67599
UZB,860,Uzbekistan,Lower middle income,Central Asia,1,142,Asia,143,Central Asia,,,Europe & Central Asia,,299.67123,720.79449,90.734612,58.83006461,2.5,23.5,,,23.25422,,,42.07749,,,,68270.133,0.243,17.009501,0.96329999,3.9159999,4.5557,14.6031,180.8,2716,44.6054,0.073003449,111.23389,84.69778815,,,0.74191086,26.0686,4.7740002,,25.161085,28.100714,,,0.34400001,0,2,1,-0.507028997,20,0,-0.48500001,,1,0,,99.754395,0.48870146,40.044994,68.169,,,0.54355824,52,34915100,69238903106,1983.0647,440.64999,256.82501,44.382004,0.113055,0.44670001,1.2032,1.3907,10.8766,0.023578,96.4,3.7582,33.9498,6.2769,27715.504,7121545,20883,5824616,433600,961772,66369,4844,86372,10930078,3143818,86151,9903740,6814938,293451,1563230,1920,398862,38353,5320.401,28149,50.235,22982,4024.308,92602,13725,222030,255.98,255.48
VUT,548,Vanuatu,Lower middle income,Oceania,1,9,Oceania,54,Melanesia,,,East Asia & Pacific,,200.87671,134.30138,64.358643,,11.9,23.299999,,,,,,,,,,362.58389,0.23540001,120.1804,18.0986,,0.6241,9.6202,195.6,223.7,16.1276,0,,99.98110224,22.9915038,0.89999998,0.849503772,23.5508,1.104,13.9,,,15,19.700001,0.76300001,0,3,1,-0.461337835,80,1,1.391,,1,0,0.481087506,80.167999,,,,,,0.66301173,26,314464,983469256.8,3127.4463,12.19,1.87,1.45,0.043767,1.1224,2.0064001,13.1879,,0.01,51.3,,8.2536,,264.453,938,,22290,639,1743,690,3392,,2369,54284,,13273,938,,1503,,2317,146,8.909,690,66.109,,10.592,6577,,823,1.87,1.87
VEN,862,"Venezuela, Bolivarian Republic of",,Latin America & Caribbean,1,19,Americas,419,Latin America and the Caribbean,5,South America,Latin America & Caribbean,,264.68494,119.0411,36.165878,,22.9,,,,,,,,,,,100509.64,0.2278,68.758598,2.573,2.3510001,3.4738,15.2757,231.8,990.7,18.6397,0,1.2611321,96.56760965,,1.1900001,1.13301575,5.2436399,3.747,,14.523409,,,19.700001,0.47499999,0,1,0,-1.780275106,80,0,-0.58999997,0,1,0,0.75639081,58.179211,0.23950152,1.6255357,,,,0.594212,114,28704947,4.82359E+11,16055.646,882.04999,215,33,0.144006,0.3714,1.0932,5.6029,12.8793,0.015705,73.8,0.7444,14.5317,,24731.309,2016380,599480,3558935,165362,408573,406074,127430,66991,2171587,1178042,,1221274,1587201,429179,580454,46546,232980,11483,1762.989,258563,1727.807,89994,2191.928,81067,,65520,215,215
VNM,704,Viet Nam,Lower middle income,South-eastern Asia,1,142,Asia,35,South-eastern Asia,,,East Asia & Pacific,4.072,205.23288,471.94519,104.57889,,5.7,7.5999999,30,88.67,58.89371,41.89,2.96,13.74924,4.41,2.63,24.59,106471.74,0.1927,28.292299,0.95069999,1.0699,5.7966,14.3035,199.9,3166.4,17.0578,0.36217821,8.794055,74.50681226,1.348603116,1.63,0.686827873,14.8532,1.83,2.5,34.857933,22.524193,5.4000001,18.200001,0.70899999,0,2,0,0.200307712,80,0,-0.28999999,44,1,0.007307572,,142.73337,0.50704026,61.619717,,5,,0.94713742,7,98168829,3.62638E+11,3694.019,313.42902,123.6,117.18,0.057984,0.91909999,1.0749,1.3986,14.0818,0.018533,80.4,1.0019,18.6431,1.2465,91832.234,47320537,1983299,10616559,473660,373611,1146318,3550105,300589,1049260,12154722,354285,17002195,4561640,42758896,8163525,140841,742234,81688,1869.043,618514,44146.028,300019,331.368,651969,284231,996741,107.601,121.478
YEM,887,Yemen,Low income,Northern Africa & Western Asia,1,142,Asia,145,Western Asia,,,Middle East & North Africa,,82.246574,57.150688,13.339314,,41.4,,,,21.29736,,,65.51502,,,,13079.003,0.1666,19.1719,3.4676001,,0.8339,11.093,80.5,575.2,11.5756,0.26721796,154.04762,98.29070605,,0.079999998,0.889614898,18.6527,13.757,8,21.264891,9.2124605,,,0.242,0,2,1,-2.307661057,40,0,-0.82999998,0,1,0,0.687787354,50.88855,0.35389495,2.4319067,,0,57.76162,0.69859248,62,30490639,21061691630,690.75928,527.96997,234.52,14.52,0.081374,0.69760001,1.2614,,14.6019,0.010102,,1.8196,14.9346,1.7899,26040.043,447496,175968,1173553,70380,90164,194546,,129713,224820,233548,11477,480563,447496,,536626,12051,105792,8649,1120.341,192581,,71287,390.869,15638,6412,41515,235.78999,234.32599
ZMB,894,Zambia,Low income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,3.3,20.794521,66.684929,27.170879,,30.9,69.5,88,,23.22173,,,29.47118,,,,78822.875,0.3698,22.4575,1.3493,2.27,2.4796,4.3532,169.9,1391.6,7.7811,0,1.0992366,97.44648364,,1.09,1.060675054,2.73245,14.138,2.5999999,2.3144996,3.0167468,20.200001,19.200001,0.85100001,26.976854,2,0,-0.767910838,80,0,0.64200002,19,0,0,0.565992713,103.91783,0.38557485,0.96424866,7.583,,42.284058,0.87319148,39,18920657,21203059080,1120.6301,743.39001,238.36,38.360001,0.059371,0.97509998,2.3592999,9.3722,4.4212,0.010396,45.2,0.4946,21.4572,,10573.012,3685484,4125,116340,66222,198990,51573,29156,32347,389126,4156601,,434774,3650854,34630,1486294,933,26725,11154,1171.342,49609,644.916,65398,279.63,193716,,55876,234.36,238.36
ZWE,716,Zimbabwe,Lower middle income,Sub-Saharan Africa,1,2,Africa,202,Sub-Saharan Africa,14,Eastern Africa,Sub-Saharan Africa,3.4560001,39.260273,40.876713,63.289181,29.53588969,,73,84.099998,,16.7184,,,27.80822,,,,23912.879,0.2854,110.7286,4.3571,11.3619,1.0752,7.6558,228.1,431,6.7711,0,15.20535,82.22216709,,0.52999997,1.157636428,10.9363,1.01,10,36.742775,22.702797,25.6,,0.56699997,0,1,1,-1.250607133,80,0,0.075999998,59,1,0,0.686340213,88.755806,0.15513733,44.124268,6.231,,59.93359,0.62271017,70,15092171,26217726717,1737.174,386.85001,162,41,0.048963,1.1822,0.1578,6.9015002,7.4227,0.0115,55,0.372,4.5404,2.0832,6512.7432,1598038,138195,358622,24320,52745,67211,10107,40932,426789,307296,7064,228485,1594421,1336,1486227,18618,46843,4967,231.257,58444,183.923,110032,990.344,67680,3391,33744,162,162
